thread,a,tentativa,medicao,binario,fase,r,x,f1,f2,tempo,tempo_hadamard,tempo_modexp,tempo_qft,success
4,345,9,76,01001100,0.0742188,256,-531,1,1,0.0830299,0.0032999,0.0028256,0.002534,0
6,514,10,544,00100000,0.53125,32,-531,1,1,0.102862,0.0026655,0.0018557,0.0022931,0
5,203,10,630,01110110,0.615234,512,-531,1,1,0.0864855,0.0029584,0.0023991,0.0025396,0
3,290,9,428,10101100,0.417969,256,-531,1,1,0.0970906,0.0021223,0.0017957,0.0018754,0
8,43,11,275,00010011,0.268555,283,-531,1,1,0.0928943,0.0026792,0.0022127,0.0018054,0
7,472,10,267,00001011,0.260742,349,-531,1,1,0.0840428,0.0021955,0.0024891,0.0022085,0
2,197,10,650,10001010,0.634766,512,-531,1,1,0.0863441,0.0023392,0.0023386,0.0023131,0
0,291,11,82,01010010,0.0800781,512,-531,1,1,0.0919445,0.0026347,0.0023538,0.0017581,0
9,326,11,374,01110110,0.365234,512,-531,1,1,0.0816359,0.0021949,0.0025563,0.0023512,0
1,404,11,309,00110101,0.301758,285,-531,1,1,0.0957814,0.002713,0.0025222,0.0029713,0
10,136,11,648,10001000,0.632812,128,-531,1,1,0.0982636,0.0028985,0.0033261,0.0028828,0
6,514,11,945,10110001,0.922852,337,-531,1,1,0.0815537,0.0023801,0.0029421,0.0022342,0
3,290,10,473,11011001,0.461914,407,-531,1,1,0.0818838,0.0023285,0.0023336,0.0022442,0
5,203,11,226,11100010,0.220703,512,-531,1,1,0.0910066,0.0020193,0.0025875,0.0026698,0
4,345,10,945,10110001,0.922852,337,-531,1,1,0.110427,0.0023624,0.0020368,0.0023913,0
8,43,12,355,01100011,0.34668,75,-531,1,1,0.0818596,0.0035041,0.003206,0.002576,0
7,472,11,481,11100001,0.469727,479,-531,1,1,0.0865124,0.0020506,0.002325,0.0020858,0
2,197,11,940,10101100,0.917969,256,-531,1,1,0.0919257,0.0023331,0.0023429,0.0023061,0
0,291,12,101,01100101,0.0986328,365,-531,1,1,0.0912581,0.0025889,0.0023803,0.002422,0
9,326,12,547,00100011,0.53418,395,-531,1,1,0.0866758,0.0022306,0.0021923,0.0021367,0
1,404,12,741,11100101,0.723633,275,-531,1,1,0.0914362,0.0024397,0.0023214,0.0023291,0
10,136,12,834,01000010,0.814453,512,-531,1,1,0.0875895,0.0026645,0.0024244,0.0026823,0
3,290,11,376,01111000,0.367188,128,-531,1,1,0.0773316,0.0023762,0.0025388,0.002489,0
5,203,12,501,11110101,0.489258,419,-531,1,1,0.0748661,0.0025828,0.0024618,0.0033318,0
8,43,13,92,01011100,0.0898438,256,-531,1,1,0.0857376,0.0018765,0.0015859,0.0017796,0
6,514,12,331,01001011,0.323242,529,-531,1,1,0.114391,0.0024406,0.0026438,0.0026764,0
4,345,11,721,11010001,0.704102,463,-531,1,1,0.0963284,0.0022833,0.001742,0.0021579,0
7,472,12,157,10011101,0.15332,437,-531,1,1,0.0975481,0.0026694,0.0023417,0.0023193,0
2,197,12,79,01001111,0.0771484,337,-531,1,1,0.0880935,0.0018217,0.0017082,0.0017673,0
1,404,13,357,01100101,0.348633,109,-531,1,1,0.0737358,0.0017609,0.0017969,0.0019021,0
0,291,13,24,00011000,0.0234375,128,-531,1,1,0.0840636,0.0017164,0.0019878,0.0022111,0
9,326,13,544,00100000,0.53125,32,-531,1,1,0.0896076,0.0025347,0.0031261,0.0027893,0
10,136,13,630,01110110,0.615234,512,-531,1,1,0.0801252,0.0026028,0.0024157,0.0018868,0
5,203,13,703,10111111,0.686523,319,-531,1,1,0.0929076,0.0021955,0.001823,0.0016879,0
3,290,12,473,11011001,0.461914,407,-531,1,1,0.0977362,0.0017406,0.0016244,0.0017646,0
6,514,13,703,10111111,0.686523,319,-531,1,1,0.0822972,0.0025074,0.0020204,0.0019315,0
4,345,12,25,00011001,0.0244141,532,-531,1,1,0.0887142,0.0025707,0.0023887,0.0025583,0
7,472,13,631,01110111,0.616211,185,-531,1,1,0.0758228,0.0016608,0.0021455,0.0021071,0
8,43,14,283,00011011,0.276367,275,-531,1,1,0.110149,0.0024196,0.001894,0.0026263,0
0,291,14,57,00111001,0.0556641,521,-531,1,1,0.0824465,0.0017202,0.0017617,0.001712,0
1,404,14,763,11111011,0.745117,514,-531,1,1,0.090372,0.0024628,0.0026294,0.0024337,0
9,326,14,433,10110001,0.422852,175,-531,1,1,0.0879474,0.00193,0.0019997,0.0020332,0
2,197,13,650,10001010,0.634766,512,-531,1,1,0.105791,0.002537,0.0027099,0.0026298,0
3,290,13,899,10000011,0.87793,213,-531,1,1,0.0802831,0.0024981,0.0019018,0.0018885,0
6,514,14,788,00010100,0.769531,256,-531,1,1,0.0729717,0.0021059,0.002537,0.0026076,0
10,136,14,809,00101001,0.790039,281,-531,1,1,0.102759,0.0028646,0.0029197,0.0026355,0
4,345,13,316,00111100,0.308594,256,-531,1,1,0.0724303,0.0028274,0.0028338,0.0031447,0
5,203,14,276,00010100,0.269531,256,-531,1,1,0.0977869,0.0038961,0.0029105,0.0028921,0
7,472,14,69,01000101,0.0673828,371,-531,1,1,0.0891874,0.0024795,0.0020194,0.0018727,0
8,43,15,393,10001001,0.383789,185,-531,1,1,0.098191,0.002522,0.0021679,0.0022223,0
0,291,15,975,11001111,0.952148,209,-531,1,1,0.0866327,0.0025318,0.002496,0.0020791,0
1,404,15,175,10101111,0.170898,433,-531,1,1,0.085805,0.0019944,0.0021235,0.0018608,0
3,290,14,276,00010100,0.269531,256,-531,1,1,0.0844231,0.0017361,0.0019264,0.0022205,0
9,326,15,847,01001111,0.827148,81,-531,1,1,0.101132,0.0027064,0.0027184,0.0028181,0
4,345,14,750,11101110,0.732422,512,-531,1,1,0.0789722,0.0025476,0.0026651,0.0026501,0
2,197,14,586,01001010,0.572266,512,-531,1,1,0.101183,0.0025919,0.0027874,0.0027865,0
10,136,15,533,00010101,0.520508,317,-531,1,1,0.10059,0.002896,0.0030749,0.0028315,0
5,203,15,657,10010001,0.641602,399,-531,1,1,0.0909154,0.0032107,0.0026488,0.0033727,0
7,472,15,694,10110110,0.677734,512,-531,1,1,0.0828441,0.0025159,0.0023207,0.0029165,0
6,514,15,630,01110110,0.615234,512,-531,1,1,0.113581,0.0030155,0.0031806,0.0038042,0
0,159,1,908,10001100,0.886719,256,-531,1,1,0.0895733,0.0025358,0.0026867,0.0026504,0
8,105,1,916,10010100,0.894531,256,-531,1,1,0.10697,0.0027644,0.0027323,0.0029226,0
1,228,1,716,11001100,0.699219,256,-531,1,1,0.0908185,0.0028569,0.0029383,0.0029129,0
3,290,15,256,00000000,0.25,4,419,1,1,0.0801908,0.0025082,0.0028949,0.0025616,0
9,196,1,601,01011001,0.586914,489,-531,1,1,0.0848236,0.0028796,0.0025204,0.0022037,0
4,345,15,947,10110011,0.924805,133,-531,1,1,0.0859451,0.0022052,0.0023758,0.0024425,0
2,197,15,341,01010101,0.333008,532,-531,1,1,0.0948885,0.0025953,0.002618,0.002268,0
10,464,1,23,00010111,0.0224609,89,-531,1,1,0.0895668,0.0025364,0.0026161,0.0022569,0
7,216,1,526,00001110,0.513672,512,-531,1,1,0.0874138,0.0024499,0.0021808,0.0018883,0
5,98,1,859,01011011,0.838867,211,-531,1,1,0.0929705,0.0036553,0.0024847,0.0022264,0
6,206,1,43,00101011,0.0419922,381,-531,1,1,0.0977199,0.0022941,0.0024929,0.0022303,0
0,159,2,390,10000110,0.380859,512,-531,1,1,0.0887838,0.0017004,0.0017212,0.0018132,0
8,105,2,485,11100101,0.473633,530,-531,1,1,0.0884323,0.0018392,0.0018552,0.0022466,0
1,228,2,375,01110111,0.366211,527,-531,1,1,0.0919142,0.0028025,0.0031843,0.0021311,0
9,196,2,678,10100110,0.662109,512,-531,1,1,0.0904431,0.0025464,0.0027381,0.0025967,0
2,382,1,945,10110001,0.922852,337,-531,1,1,0.0810217,0.0023062,0.0022463,0.0021993,0
3,463,1,637,01111101,0.62207,299,-531,1,1,0.108974,0.0027268,0.0024617,0.00296,0
4,5,1,21,00010101,0.0205078,195,-531,1,1,0.104995,0.0031353,0.0028281,0.0028317,0
7,216,2,382,01111110,0.373047,512,-531,1,1,0.0831486,0.002705,0.0025143,0.0022896,0
10,464,2,716,11001100,0.699219,256,-531,1,1,0.094623,0.0027939,0.0032173,0.0030492,0
6,206,2,87,01010111,0.0849609,153,-531,1,1,0.0813477,0.0027677,0.0027492,0.0026641,0
5,98,2,726,11010110,0.708984,512,-531,1,1,0.0948879,0.0027519,0.0025768,0.0024936,0
0,159,3,400,10010000,0.390625,64,-531,1,1,0.083295,0.0024717,0.0023181,0.0017352,0
8,105,3,486,11100110,0.474609,512,-531,1,1,0.0815982,0.0022036,0.0022619,0.0023912,0
1,228,3,910,10001110,0.888672,512,-531,1,1,0.0841465,0.0026761,0.0030576,0.0026844,0
2,382,2,79,01001111,0.0771484,337,-531,1,1,0.091004,0.0025287,0.0023668,0.0018087,0
3,463,2,337,01010001,0.329102,79,-531,1,1,0.0867881,0.0028044,0.0026001,0.0028499,0
9,196,3,529,00010001,0.516602,271,-531,1,1,0.0992312,0.0024611,0.0027526,0.0036023,0
4,5,2,65,01000001,0.0634766,520,-531,1,1,0.0907532,0.0028156,0.0020818,0.0023586,0
7,216,3,198,11000110,0.193359,512,-531,1,1,0.0935744,0.0019752,0.002676,0.0022752,0
5,98,3,266,00001010,0.259766,512,-531,1,1,0.0838706,0.0025811,0.0024432,0.0024111,0
6,206,3,481,11100001,0.469727,479,-531,1,1,0.0896135,0.004074,0.004087,0.0034356,0
10,464,3,554,00101010,0.541016,512,-531,1,1,0.104402,0.0030523,0.0032112,0.0027647,0
0,159,4,479,11011111,0.467773,481,-531,1,1,0.0806734,0.0022178,0.0022929,0.0020688,0
1,228,4,760,11111000,0.742188,128,-531,1,1,0.0917357,0.0024835,0.0024099,0.0025361,0
2,382,3,955,10111011,0.932617,371,-531,1,1,0.0718465,0.00182,0.0016684,0.0018959,0
8,105,4,893,01111101,0.87207,469,-531,1,1,0.111477,0.0029653,0.0030308,0.0025875,0
9,196,4,11,00001011,0.0107422,93,-531,1,1,0.0833241,0.0024066,0.0018133,0.0019033,0
4,5,3,85,01010101,0.0830078,518,-531,1,1,0.0797082,0.0022109,0.00212,0.0024933,0
3,463,3,394,10001010,0.384766,512,-531,1,1,0.0925614,0.0028715,0.0027959,0.0027407,0
7,216,4,982,11010110,0.958984,512,-531,1,1,0.0865676,0.0023146,0.0020726,0.0019287,0
5,98,4,698,10111010,0.681641,512,-531,1,1,0.0863732,0.0041236,0.0030026,0.0029679,0
0,159,5,650,10001010,0.634766,512,-531,1,1,0.0729432,0.0021139,0.0016834,0.0023678,0
6,206,4,707,11000011,0.69043,533,-531,1,1,0.0965722,0.0026772,0.0022917,0.0022786,0
10,464,4,250,11111010,0.244141,512,-531,1,1,0.0958026,0.0029593,0.0028563,0.0029915,0
2,382,4,707,11000011,0.69043,533,-531,1,1,0.0742569,0.0017351,0.0017024,0.0019761,0
1,228,5,948,10110100,0.925781,256,-531,1,1,0.0922722,0.0024853,0.0021196,0.002048,0
3,463,4,79,01001111,0.0771484,337,-531,1,1,0.0779066,0.0022917,0.0020316,0.0021549,0
9,196,5,28,00011100,0.0273438,256,-531,1,1,0.0944837,0.0023094,0.0023777,0.0021126,0
8,105,5,1018,11111010,0.994141,512,-531,1,1,0.107674,0.0027645,0.0028026,0.0030331,0
5,98,5,1005,11101101,0.981445,485,-531,1,1,0.0819268,0.0024413,0.002394,0.0025983,0
4,5,4,859,01011011,0.838867,211,-531,1,1,0.106727,0.0039789,0.0028967,0.0026661,0
7,216,5,630,01110110,0.615234,512,-531,1,1,0.0970462,0.0031313,0.0028157,0.0020923,0
0,159,6,309,00110101,0.301758,285,-531,1,1,0.0930344,0.0032541,0.0022903,0.0031792,0
6,206,5,468,11010100,0.457031,256,-531,1,1,0.0968248,0.0030233,0.0026246,0.0018012,0
10,464,5,899,10000011,0.87793,213,-531,1,1,0.0935639,0.0030019,0.0024648,0.0031159,0
2,382,5,812,00101100,0.792969,256,-531,1,1,0.0808766,0.0024229,0.0027345,0.0024675,0
3,463,5,79,01001111,0.0771484,337,-531,1,1,0.072945,0.0017886,0.0016683,0.0016669,0
1,228,6,649,10001001,0.633789,527,-531,1,1,0.0964747,0.0025751,0.0025792,0.0023649,0
8,105,6,112,01110000,0.109375,64,-531,1,1,0.088114,0.0019604,0.0016907,0.0018566,0
9,196,6,213,11010101,0.208008,524,-531,1,1,0.0960111,0.0026227,0.0025978,0.0030252,0
7,216,6,828,00111100,0.808594,256,-531,1,1,0.0821867,0.002573,0.0028379,0.0023637,0
5,98,6,680,10101000,0.664062,128,-531,1,1,0.0943316,0.0030037,0.0029236,0.0028111,0
4,5,5,533,00010101,0.520508,317,-531,1,1,0.10012,0.0027725,0.0026023,0.0025039,0
6,206,6,207,11001111,0.202148,465,-531,1,1,0.0875742,0.002287,0.0024413,0.0031346,0
0,159,7,149,10010101,0.145508,323,-531,1,1,0.0989985,0.0021929,0.0030557,0.0033975,0
10,464,6,501,11110101,0.489258,419,-531,1,1,0.0925436,0.0027851,0.0040579,0.0033017,0
2,382,6,275,00010011,0.268555,283,-531,1,1,0.0930356,0.0038122,0.003155,0.0035792,0
3,463,6,988,11011100,0.964844,256,-531,1,1,0.0815226,0.0023196,0.0041871,0.0025572,0
8,105,7,973,11001101,0.950195,261,-531,1,1,0.083269,0.002509,0.0028659,0.002464,0
7,216,7,774,00000110,0.755859,512,-531,1,1,0.0834577,0.0029179,0.0033289,0.0024328,0
9,196,7,635,01111011,0.620117,179,-531,1,1,0.0900381,0.0028019,0.0030999,0.0029198,0
1,228,7,750,11101110,0.732422,512,-531,1,1,0.116398,0.0033416,0.0035201,0.003976,0
5,98,7,792,00011000,0.773438,128,-531,1,1,0.103418,0.0030192,0.0027999,0.0022965,0
4,5,6,673,10100001,0.657227,353,-531,1,1,0.094437,0.0029369,0.0029006,0.0025211,0
6,206,7,87,01010111,0.0849609,153,-531,1,1,0.0947971,0.0023352,0.0033046,0.0033629,0
10,464,7,543,00011111,0.530273,479,-531,1,1,0.0895368,0.0036957,0.0026748,0.0030794,0
2,382,7,78,01001110,0.0761719,512,-531,1,1,0.0890935,0.0025176,0.0030538,0.0026818,0
0,159,8,123,01111011,0.120117,333,-531,1,1,0.100558,0.0033841,0.004638,0.0041163,0
3,463,7,245,11110101,0.239258,163,-531,1,1,0.0872027,0.0029252,0.0030498,0.0026816,0
8,105,8,581,01000101,0.567383,141,-531,1,1,0.0953932,0.0022344,0.0021623,0.0021778,0
7,216,8,815,00101111,0.795898,49,-531,1,1,0.0974465,0.0027942,0.0024951,0.0025973,0
9,196,8,626,01110010,0.611328,512,-531,1,1,0.0991147,0.0022409,0.001761,0.0027224,0
4,5,7,942,10101110,0.919922,512,-531,1,1,0.0792907,0.0030945,0.0031985,0.0029273,0
6,206,8,686,10101110,0.669922,512,-531,1,1,0.0743105,0.0031239,0.0021829,0.0021173,0
1,228,8,200,11001000,0.195312,128,-531,1,1,0.111586,0.0023528,0.0020837,0.0021838,0
5,98,8,642,10000010,0.626953,512,-531,1,1,0.102083,0.0022314,0.0024817,0.0022692,0
2,382,8,59,00111011,0.0576172,243,-531,1,1,0.0859643,0.0029434,0.0027749,0.0024413,0
10,464,8,565,00110101,0.551758,531,-531,1,1,0.0888348,0.0031876,0.0030651,0.003,0
0,159,9,641,10000001,0.625977,385,-531,1,1,0.0903913,0.0027051,0.0032744,0.0040917,0
3,463,8,476,11011100,0.464844,256,-531,1,1,0.102205,0.0026189,0.0023897,0.0021977,0
8,105,9,347,01011011,0.338867,301,-531,1,1,0.0767106,0.0022778,0.0021997,0.0022718,0
7,216,9,610,01100010,0.595703,512,-531,1,1,0.0952169,0.0017294,0.0018632,0.0020061,0
4,5,8,630,01110110,0.615234,512,-531,1,1,0.0890796,0.0024014,0.0024846,0.0034379,0
9,196,9,55,00110111,0.0537109,391,-531,1,1,0.100042,0.002701,0.0033811,0.0033944,0
6,206,9,529,00010001,0.516602,271,-531,1,1,0.0919691,0.0031492,0.0025968,0.0029747,0
5,98,9,130,10000010,0.126953,512,-531,1,1,0.0802121,0.0029395,0.0026109,0.0029259,0
1,228,9,911,10001111,0.889648,145,-531,1,1,0.0899312,0.002988,0.003868,0.0043476,0
0,159,10,622,01101110,0.607422,512,-531,1,1,0.0879461,0.0026038,0.0027802,0.0026059,0
2,382,9,636,01111100,0.621094,256,-531,1,1,0.0961758,0.00258,0.0026028,0.0023997,0
10,464,9,318,00111110,0.310547,512,-531,1,1,0.0982442,0.0027326,0.0024192,0.0029115,0
3,463,9,891,01111011,0.870117,77,-531,1,1,0.0882939,0.0031229,0.0019797,0.0024728,0
8,105,10,881,01110001,0.860352,401,-531,1,1,0.0932416,0.0022384,0.0021702,0.0019286,0
7,216,10,51,00110011,0.0498047,261,-531,1,1,0.0879213,0.0022358,0.0023009,0.0022893,0
6,206,10,573,00111101,0.55957,277,-531,1,1,0.0829886,0.0017462,0.0020612,0.0020743,0
5,98,10,107,01101011,0.104492,67,-531,1,1,0.0818144,0.0021871,0.002534,0.0027891,0
9,196,10,82,01010010,0.0800781,512,-531,1,1,0.0906241,0.002848,0.0035041,0.0041022,0
1,228,10,399,10001111,0.389648,367,-531,1,1,0.0924531,0.0031692,0.0025257,0.0020288,0
4,5,9,782,00001110,0.763672,512,-531,1,1,0.112104,0.0027417,0.0027974,0.0026706,0
2,382,10,78,01001110,0.0761719,512,-531,1,1,0.0886543,0.0026163,0.0023631,0.0028731,0
10,464,10,423,10100111,0.413086,489,-531,1,1,0.0909444,0.0027753,0.0027009,0.0028921,0
0,159,11,719,11001111,0.702148,47,-531,1,1,0.0973692,0.0029636,0.0030365,0.0031002,0
3,463,10,393,10001001,0.383789,185,-531,1,1,0.0972772,0.0019341,0.002234,0.0022451,0
8,105,11,845,01001101,0.825195,389,-531,1,1,0.0831953,0.0019508,0.0023826,0.0024661,0
7,216,11,984,11011000,0.960938,128,-531,1,1,0.0896736,0.0021612,0.0023567,0.0024522,0
5,98,11,224,11100000,0.21875,32,-531,1,1,0.0907203,0.0020371,0.0022169,0.002113,0
6,206,11,359,01100111,0.350586,425,-531,1,1,0.092159,0.0019538,0.002192,0.0020414,0
2,382,11,973,11001101,0.950195,261,-531,1,1,0.0791195,0.0026321,0.0022421,0.0022187,0
9,196,11,1020,11111100,0.996094,256,-531,1,1,0.105816,0.0024129,0.002654,0.0026214,0
4,5,10,612,01100100,0.597656,256,-531,1,1,0.0935629,0.0036328,0.0037141,0.0030175,0
1,228,11,957,10111101,0.93457,107,-531,1,1,0.102666,0.0026591,0.0029995,0.0033727,0
0,159,12,103,01100111,0.100586,517,-531,1,1,0.0849022,0.002563,0.0028711,0.00285,0
10,464,11,879,01101111,0.858398,113,-531,1,1,0.0912794,0.0027119,0.0027775,0.0032014,0
3,463,11,25,00011001,0.0244141,532,-531,1,1,0.0859356,0.0030252,0.0031588,0.002606,0
8,105,12,266,00001010,0.259766,512,-531,1,1,0.0954204,0.0021334,0.00215,0.0022805,0
5,98,12,1004,11101100,0.980469,256,-531,1,1,0.0773822,0.0017177,0.001719,0.0017106,0
7,216,12,483,11100011,0.47168,53,-531,1,1,0.0929849,0.0023114,0.0023922,0.0022655,0
6,206,12,18,00010010,0.0175781,512,-531,1,1,0.090078,0.0025782,0.0024339,0.0021338,0
2,382,12,342,01010110,0.333984,512,-531,1,1,0.0957304,0.0018651,0.0017494,0.0020979,0
9,196,12,614,01100110,0.599609,512,-531,1,1,0.0906621,0.0021248,0.0025626,0.0024552,0
10,464,12,42,00101010,0.0410156,512,-531,1,1,0.0844535,0.0024511,0.002708,0.0030643,0
0,159,13,579,01000011,0.56543,405,-531,1,1,0.0925081,0.0027776,0.0025512,0.0029214,0
1,228,12,500,11110100,0.488281,256,-531,1,1,0.0968467,0.0035695,0.0031692,0.0022058,0
4,5,11,79,01001111,0.0771484,337,-531,1,1,0.103574,0.002336,0.002854,0.0030811,0
3,463,12,687,10101111,0.670898,79,-531,1,1,0.0987815,0.0023256,0.002153,0.0021649,0
8,105,13,448,11000000,0.4375,16,-531,1,1,0.0892272,0.0017503,0.0021535,0.0021095,0
5,98,13,694,10110110,0.677734,512,-531,1,1,0.0832112,0.0035279,0.003608,0.0021642,0
7,216,13,255,11111111,0.249023,257,-531,1,1,0.0806411,0.0024811,0.0020794,0.0018029,0
6,206,13,692,10110100,0.675781,256,-531,1,1,0.0934467,0.0025348,0.0024799,0.0024467,0
9,196,13,678,10100110,0.662109,512,-531,1,1,0.0848892,0.0020874,0.0018149,0.0018003,0
2,382,13,757,11110101,0.739258,349,-531,1,1,0.0887175,0.0026027,0.0025516,0.0027773,0
4,5,12,153,10011001,0.149414,87,-531,1,1,0.0847411,0.0018379,0.0017862,0.0018536,0
0,159,14,150,10010110,0.146484,512,-531,1,1,0.0934456,0.0024293,0.0022154,0.0023467,0
1,228,13,1004,11101100,0.980469,256,-531,1,1,0.0974789,0.0026347,0.0029319,0.0025903,0
3,463,13,1016,11111000,0.992188,128,-531,1,1,0.0785516,0.0023058,0.0032477,0.0028439,0
10,464,13,456,11001000,0.445312,128,-531,1,1,0.111504,0.0027642,0.0033837,0.0022115,0
8,105,14,278,00010110,0.271484,512,-531,1,1,0.0897575,0.0019043,0.0018012,0.001804,0
7,216,14,961,11000001,0.938477,65,-531,1,1,0.0793278,0.0019758,0.0016163,0.0021029,0
5,98,14,548,00100100,0.535156,256,-531,1,1,0.0927591,0.0026125,0.0025698,0.0026078,0
6,206,14,443,10111011,0.432617,141,-531,1,1,0.0967221,0.0019967,0.0016343,0.0023058,0
2,382,14,946,10110010,0.923828,512,-531,1,1,0.0867267,0.0018271,0.0022259,0.0026196,0
4,5,13,577,01000001,0.563477,449,-531,1,1,0.085027,0.0020091,0.0017859,0.0016883,0
1,228,14,397,10001101,0.387695,325,-531,1,1,0.0779851,0.0020474,0.0016877,0.001713,0
9,196,14,245,11110101,0.239258,163,-531,1,1,0.112745,0.0028351,0.0030519,0.0029004,0
10,464,14,101,01100101,0.0986328,365,-531,1,1,0.0827922,0.0023407,0.0022859,0.0024832,0
8,105,15,731,11011011,0.713867,339,-531,1,1,0.0737207,0.0027982,0.0029242,0.0027025,0
3,463,14,62,00111110,0.0605469,512,-531,1,1,0.102002,0.0029404,0.0031111,0.0025075,0
0,159,15,692,10110100,0.675781,256,-531,1,1,0.110083,0.0032241,0.0025013,0.0021617,0
5,98,15,346,01011010,0.337891,512,-531,1,1,0.0823063,0.0028266,0.0024872,0.0027812,0
7,216,15,948,10110100,0.925781,256,-531,1,1,0.0954133,0.0027113,0.0024927,0.0022826,0
2,382,15,75,01001011,0.0732422,355,-531,1,1,0.0736958,0.0022248,0.0022797,0.0026519,0
6,206,15,568,00111000,0.554688,128,-531,1,1,0.0832867,0.0026942,0.0026288,0.0019125,0
1,228,15,220,11011100,0.214844,256,-531,1,1,0.0871348,0.0016871,0.0015862,0.0016191,0
9,196,15,704,11000000,0.6875,16,-531,1,1,0.0887429,0.0023774,0.0024854,0.0022881,0
4,5,14,445,10111101,0.43457,405,-531,1,1,0.0990692,0.001769,0.0022098,0.0025205,0
10,464,15,617,01101001,0.602539,473,-531,1,1,0.0910405,0.0021383,0.0018848,0.0030038,0
3,463,15,925,10011101,0.90332,331,-531,1,1,0.0818638,0.0026762,0.0030601,0.0031235,0
0,262,1,401,10010001,0.391602,143,-531,1,1,0.0934604,0.0027729,0.0024154,0.0024295,0
8,426,1,930,10100010,0.908203,512,-531,1,1,0.109039,0.0024365,0.0025525,0.0026199,0
5,72,1,187,10111011,0.182617,115,-531,1,1,0.0910112,0.0023863,0.0025698,0.0022358,0
7,42,1,820,00110100,0.800781,256,-531,1,1,0.090619,0.00258,0.0030346,0.0025666,0
6,433,1,897,10000001,0.875977,129,-531,1,1,0.0945665,0.0024106,0.0023317,0.0023096,0
9,229,1,1014,11110110,0.990234,512,-531,1,1,0.0683781,0.0018355,0.0018812,0.0017653,0
2,173,1,949,10110101,0.926758,355,-531,1,1,0.110637,0.0027656,0.0024191,0.0029992,0
4,5,15,618,01101010,0.603516,512,-531,1,1,0.078521,0.0021193,0.0021264,0.0022955,0
10,60,1,631,01110111,0.616211,185,-531,1,1,0.0752618,0.0020544,0.0023409,0.0021077,0
1,459,1,578,01000010,0.564453,512,-531,1,1,0.0957622,0.0030198,0.0028422,0.0035254,0
5,72,2,662,10010110,0.646484,512,-531,1,1,0.0745372,0.0016905,0.0016992,0.0016183,0
8,426,2,186,10111010,0.181641,512,-531,1,1,0.0815609,0.001933,0.0023556,0.002492,0
3,324,1,635,01111011,0.620117,179,-531,1,1,0.107786,0.0022411,0.0018397,0.001603,0
0,262,2,690,10110010,0.673828,512,-531,1,1,0.104196,0.002055,0.0022436,0.0022633,0
7,42,2,439,10110111,0.428711,527,-531,1,1,0.0910021,0.0026032,0.0024524,0.0025822,0
9,229,2,212,11010100,0.207031,256,-531,1,1,0.0697175,0.0020085,0.0017251,0.0016727,0
6,433,2,387,10000011,0.37793,299,-531,1,1,0.0869141,0.0025332,0.0024218,0.0023885,0
4,347,1,93,01011101,0.0908203,529,-531,1,1,0.090755,0.001718,0.0020216,0.0019946,0
1,459,2,228,11100100,0.222656,256,-531,1,1,0.0953041,0.0024213,0.0022709,0.0025219,0
8,426,3,480,11100000,0.46875,32,-531,1,1,0.0798187,0.0025692,0.0025156,0.002442,0
2,173,2,192,11000000,0.1875,16,-531,1,1,0.114377,0.0029642,0.0030241,0.0028144,0
10,60,2,438,10110110,0.427734,512,-531,1,1,0.10822,0.0029451,0.003024,0.002873,0
3,324,2,90,01011010,0.0878906,512,-531,1,1,0.0743347,0.0026112,0.0026178,0.0031625,0
5,72,3,989,11011101,0.96582,117,-531,1,1,0.096485,0.0037784,0.0023275,0.0020018,0
7,42,3,163,10100011,0.15918,245,-531,1,1,0.0812477,0.0025671,0.0020442,0.0016743,0
0,262,3,146,10010010,0.142578,512,-531,1,1,0.0944963,0.0024312,0.0024062,0.0023883,0
9,229,3,568,00111000,0.554688,128,-531,1,1,0.0909758,0.0019629,0.0020994,0.0020003,0
6,433,3,899,10000011,0.87793,213,-531,1,1,0.0868022,0.0025803,0.0022424,0.0022987,0
8,426,4,123,01111011,0.120117,333,-531,1,1,0.0709584,0.0015949,0.0016363,0.0015894,0
1,459,3,630,01110110,0.615234,512,-531,1,1,0.086601,0.0022717,0.0023253,0.0022744,0
10,60,3,630,01110110,0.615234,512,-531,1,1,0.0849064,0.0022257,0.0021448,0.0020444,0
2,173,3,972,11001100,0.949219,256,-531,1,1,0.0885509,0.0027391,0.0025944,0.0030009,0
4,347,2,949,10110101,0.926758,355,-531,1,1,0.113005,0.0030515,0.0027066,0.0027085,0
5,72,4,414,10011110,0.404297,512,-531,1,1,0.0846342,0.0030204,0.0030966,0.002465,0
7,42,4,312,00111000,0.304688,128,-531,1,1,0.084077,0.0026085,0.0032788,0.0024092,0
3,324,3,786,00010010,0.767578,512,-531,1,1,0.100983,0.0030551,0.002182,0.0019943,0
0,262,4,684,10101100,0.667969,256,-531,1,1,0.0884193,0.0022209,0.0021675,0.0021637,0
6,433,4,990,11011110,0.966797,512,-531,1,1,0.0781409,0.002254,0.0023316,0.0023854,0
9,229,4,393,10001001,0.383789,185,-531,1,1,0.088875,0.0023277,0.0023612,0.0020952,0
8,426,5,529,00010001,0.516602,271,-531,1,1,0.0868442,0.0023327,0.0021884,0.0023823,0
2,173,4,498,11110010,0.486328,512,-531,1,1,0.0860151,0.0023275,0.0023521,0.0024008,0
10,60,4,72,01001000,0.0703125,128,-531,1,1,0.0948814,0.0018433,0.0020646,0.0023105,0
